date_str,season,mnth,weekday,workingday,weather_simplified,demand_level,temp_level,hum_level,base_deploy,optimal_deploy,adjustment,recommended_action,state_value
2011-11-11,4,11,5,0,0,0,0,0,3368,3068,-300,大幅减少投放,69689.423
2011-11-12,4,11,6,0,0,1,0,0,4067,3767,-300,大幅减少投放,69496.326
2011-11-13,4,11,0,0,0,0,1,0,3717,3417,-300,大幅减少投放,68557.277
2011-11-14,4,11,1,1,0,1,1,1,4486,4186,-300,大幅减少投放,67937.225
2011-11-15,4,11,2,1,1,1,1,1,4195,3895,-300,大幅减少投放,66475.065
2011-11-16,4,11,3,1,2,0,1,2,1817,1517,-300,大幅减少投放,65242.264
2011-11-17,4,11,4,1,1,0,0,1,3053,2753,-300,大幅减少投放,66448.08
2011-11-18,4,11,5,1,0,0,0,0,3392,3092,-300,大幅减少投放,66415.964
2011-11-19,4,11,6,0,0,0,0,0,3663,3363,-300,大幅减少投放,66025.315
2011-11-20,4,11,0,0,1,0,1,1,3520,3220,-300,大幅减少投放,65328.843
2011-11-21,4,11,1,1,2,0,1,2,2765,2465,-300,大幅减少投放,64746.24
2011-11-22,4,11,2,1,2,0,1,2,1607,1307,-300,大幅减少投放,64927.755
2011-11-23,4,11,3,1,1,0,1,2,2566,2266,-300,大幅减少投放,66338.182
2011-11-24,4,11,4,0,0,0,0,0,1495,1195,-300,大幅减少投放,66813.001
2011-11-25,4,11,5,1,0,0,0,1,2792,2492,-300,大幅减少投放,68440.619
2011-11-26,4,11,6,0,0,0,0,1,3068,2768,-300,大幅减少投放,68788.148
2011-11-27,4,11,0,0,0,0,1,2,3071,2771,-300,大幅减少投放,68863.401
2011-11-28,4,11,1,1,0,1,1,2,4026,3726,-300,大幅减少投放,68939.37
2011-11-29,4,11,2,1,1,0,1,2,2914,2614,-300,大幅减少投放,64983.08
2011-11-30,4,11,3,1,0,0,0,1,3613,3313,-300,大幅减少投放,65020.191
2011-12-01,4,12,4,1,0,0,0,0,3727,3427,-300,大幅减少投放,64323.45
2011-12-02,4,12,5,1,0,1,0,1,3940,3640,-300,大幅减少投放,63470.038
2011-12-03,4,12,6,0,0,0,0,1,3614,3314,-300,大幅减少投放,62347.498
2011-12-04,4,12,0,0,0,0,0,2,3485,3185,-300,大幅减少投放,61509.034
2011-12-05,4,12,1,1,1,1,1,2,3811,3511,-300,大幅减少投放,60762.23
2011-12-06,4,12,2,1,2,0,1,2,2594,2294,-300,大幅减少投放,59632.962
2011-12-07,4,12,3,1,2,0,1,2,705,405,-300,大幅减少投放,59725.393
2011-12-08,4,12,4,1,0,0,0,1,3322,3022,-300,大幅减少投放,61812.741
2011-12-09,4,12,5,1,0,0,0,1,3620,3320,-300,大幅减少投放,61253.498
2011-12-10,4,12,6,0,0,0,0,0,3190,2890,-300,大幅减少投放,60351.137
2011-12-11,4,12,0,0,0,0,0,0,2743,2443,-300,大幅减少投放,59853.914
2011-12-12,4,12,1,1,0,0,0,1,3310,3010,-300,大幅减少投放,59801.096
2011-12-13,4,12,2,1,0,0,0,1,3523,3223,-300,大幅减少投放,59148.606
2011-12-14,4,12,3,1,1,0,0,1,3740,3440,-300,大幅减少投放,58237.564
2011-12-15,4,12,4,1,1,0,1,1,3709,3409,-300,大幅减少投放,57050.151
2011-12-16,4,12,5,1,1,0,0,0,3577,3277,-300,大幅减少投放,55832.873
2011-12-17,4,12,6,0,1,0,0,0,2739,2439,-300,大幅减少投放,54690.475
2011-12-18,4,12,0,0,0,0,0,1,2431,2131,-300,大幅减少投放,54370.106
2011-12-19,4,12,1,1,0,0,0,1,3403,3103,-300,大幅减少投放,54357.158
2011-12-20,4,12,2,1,1,0,1,1,3750,3450,-300,大幅减少投放,53320.247
2011-12-21,1,12,3,1,1,0,1,2,2660,2360,-300,大幅减少投放,51863.498
2011-12-22,1,12,4,1,1,0,1,2,3068,2768,-300,大幅减少投放,51477.513
2011-12-23,1,12,5,1,0,0,0,1,2959,2659,-300,大幅减少投放,50641.671
2011-12-24,1,12,6,0,0,0,0,0,1011,711,-300,大幅减少投放,46473.562
2011-12-25,1,12,0,0,0,0,0,1,754,454,-300,大幅减少投放,47540.651
2011-12-26,1,12,1,0,0,0,0,0,1317,1017,-300,大幅减少投放,48934.961
2011-12-27,1,12,2,1,1,0,0,2,1162,862,-300,大幅减少投放,49809.129
2011-12-28,1,12,3,1,0,0,0,0,2302,2002,-300,大幅减少投放,50892.622
2011-12-29,1,12,4,1,0,0,0,1,2423,2123,-300,大幅减少投放,50832.469
2011-12-30,1,12,5,1,0,0,0,1,2959,2659,-300,大幅减少投放,50641.671
2011-12-31,1,12,6,0,0,0,1,1,2485,2185,-300,大幅减少投放,54348.009
2012-01-01,1,1,0,0,0,0,0,1,2294,1994,-300,大幅减少投放,54277.039
2012-01-02,1,1,1,0,0,0,0,0,2280,1980,-300,大幅减少投放,54403.438
2012-01-03,1,1,2,1,0,0,0,0,2236,1936,-300,大幅减少投放,55581.571
2012-01-04,1,1,3,1,1,0,0,0,2368,2068,-300,大幅减少投放,55837.703
2012-01-05,1,1,4,1,0,0,0,0,3289,2989,-300,大幅减少投放,55968.249
2012-01-06,1,1,5,1,0,1,0,0,4098,3798,-300,大幅减少投放,63157.999
2012-01-07,1,1,6,0,0,1,1,0,4521,4221,-300,大幅减少投放,61852.715
2012-01-08,1,1,0,0,0,0,0,0,3415,3115,-300,大幅减少投放,60033.468
2012-01-09,1,1,1,1,1,0,0,2,2429,2129,-300,大幅减少投放,59973.082
2012-01-10,1,1,2,1,0,0,0,1,3496,3196,-300,大幅减少投放,54496.537
2012-01-11,1,1,3,1,1,0,0,2,2150,1850,-300,大幅减少投放,53977.658
2012-01-12,1,1,4,1,1,1,0,2,4097,3797,-300,大幅减少投放,57260.601
2012-01-13,1,1,5,1,0,0,0,0,3214,2914,-300,大幅减少投放,55645.975
2012-01-14,1,1,6,0,0,0,0,0,2493,2193,-300,大幅减少投放,54875.843
2012-01-15,1,1,0,0,0,0,0,0,2144,1844,-300,大幅减少投放,54824.152
2012-01-16,1,1,1,0,0,0,0,0,2280,1980,-300,大幅减少投放,54403.438
2012-01-17,1,1,2,1,1,0,0,2,2822,2522,-300,大幅减少投放,54147.747
2012-01-19,1,1,4,1,0,0,0,0,3289,2989,-300,大幅减少投放,55968.249
2012-01-20,1,1,5,1,1,0,0,0,3163,2863,-300,大幅减少投放,57195.896
2012-01-21,1,1,6,0,1,0,0,2,1285,985,-300,大幅减少投放,56560.943
2012-01-22,1,1,0,0,1,0,0,2,1977,1677,-300,大幅减少投放,59251.169
2012-01-23,1,1,1,1,1,0,0,2,2429,2129,-300,大幅减少投放,59973.082
2012-01-24,1,1,2,1,0,1,0,2,4339,4039,-300,大幅减少投放,66122.816
2012-01-25,1,1,3,1,0,1,0,1,4270,3970,-300,大幅减少投放,64719.889
2012-01-26,1,1,4,1,1,1,0,2,4075,3775,-300,大幅减少投放,63315.754
2012-01-27,1,1,5,1,1,0,1,2,3456,3156,-300,大幅减少投放,62042.979
2012-01-28,1,1,6,0,0,1,0,0,4023,3723,-300,大幅减少投放,61354.795
2012-01-29,1,1,0,0,0,0,0,0,3415,3115,-300,大幅减少投放,60033.468
2012-01-30,1,1,1,1,0,0,0,0,3292,2992,-300,大幅减少投放,58933.248
2012-01-31,1,1,2,1,0,1,1,0,4509,4209,-300,大幅减少投放,92354.134
2012-02-01,1,2,3,1,0,1,1,0,4579,4279,-300,大幅减少投放,92152.899
2012-02-02,1,2,4,1,1,0,1,1,3761,3461,-300,大幅减少投放,91867.387
2012-02-03,1,2,5,1,0,1,0,0,4151,3851,-300,大幅减少投放,92427.901
2012-02-04,1,2,6,0,1,0,0,2,2832,2532,-300,大幅减少投放,92607.388
2012-02-05,1,2,0,0,1,0,0,1,2947,2647,-300,大幅减少投放,94184.772
2012-02-06,1,2,1,1,0,1,0,1,3784,3484,-300,大幅减少投放,95724.101
2012-02-07,1,2,2,1,0,1,0,0,4375,4075,-300,大幅减少投放,96463.383
2012-02-08,1,2,3,1,1,0,0,2,2753,2453,-300,大幅减少投放,96619.469
2012-02-09,1,2,4,1,0,1,0,1,3830,3530,-300,大幅减少投放,86640.894
2012-02-10,1,2,5,1,1,1,0,0,3831,3531,-300,大幅减少投放,86853.704
2012-02-11,1,2,6,0,2,0,0,2,2169,1869,-300,大幅减少投放,87076.661
2012-02-13,1,2,1,1,0,0,0,0,3422,3122,-300,大幅减少投放,89061.026
2012-02-14,1,2,2,1,1,1,0,0,3922,3622,-300,大幅减少投放,89830.681
2012-02-15,1,2,3,1,0,1,0,0,4169,3869,-300,大幅减少投放,90114.528
2012-02-16,1,2,4,1,1,0,0,2,3005,2705,-300,大幅减少投放,90153.313
2012-02-17,1,2,5,1,0,1,0,1,4154,3854,-300,大幅减少投放,91419.401
2012-02-18,1,2,6,0,0,1,0,0,4318,4018,-300,大幅减少投放,91542.651
2012-02-19,1,2,0,0,1,0,0,0,2689,2389,-300,大幅减少投放,91499.754
2012-02-20,1,2,1,0,0,0,0,0,3129,2829,-300,大幅减少投放,93169.396
2012-02-21,1,2,2,1,0,1,0,1,3777,3477,-300,大幅减少投放,94463.694
2012-02-22,1,2,3,1,0,1,1,1,4773,4473,-300,大幅减少投放,95144.007
2012-02-23,1,2,4,1,0,1,1,0,5062,4762,-300,大幅减少投放,94811.704
2012-02-24,1,2,5,1,1,0,1,2,3487,3187,-300,大幅减少投放,94157.699
2012-02-26,1,2,0,0,0,0,0,0,3389,3089,-300,大幅减少投放,95127.166
2012-02-27,1,2,1,1,0,1,0,0,4322,4022,-300,大幅减少投放,96250.814
2012-02-28,1,2,2,1,0,1,0,0,4363,4063,-300,大幅减少投放,96451.495
2012-02-29,1,2,3,1,1,0,0,2,2753,2453,-300,大幅减少投放,96619.469
2012-03-01,1,3,4,1,0,1,1,1,4990,4690,-300,大幅减少投放,111586.538
2012-03-02,1,3,5,1,1,0,0,1,3194,2894,-300,大幅减少投放,111891.193
2012-03-03,1,3,6,0,1,1,1,1,4066,3766,-300,大幅减少投放,114102.407
2012-03-04,1,3,0,0,0,0,0,0,3423,3123,-300,大幅减少投放,115512.104
2012-03-05,1,3,1,1,0,0,0,0,3333,3033,-300,大幅减少投放,117672.838
2012-03-06,1,3,2,1,0,1,0,0,3956,3656,-300,大幅减少投放,120042.029
2012-03-07,1,3,3,1,0,1,1,0,4916,4616,-300,大幅减少投放,121880.124
2012-03-10,1,3,6,0,0,1,0,0,4118,3818,-300,大幅减少投放,122804.433
2012-03-11,1,3,0,0,0,1,0,0,4911,4611,-300,大幅减少投放,124617.389
2012-03-12,1,3,1,1,0,1,1,0,5298,4998,-300,大幅减少投放,125691.026
2012-03-13,1,3,2,1,0,2,1,1,5847,5547,-300,大幅减少投放,126413.799
2012-03-14,1,3,3,1,0,2,1,0,6312,6012,-300,大幅减少投放,126596.718
2012-03-15,1,3,4,1,0,2,1,1,6192,5892,-300,大幅减少投放,126299.789
2012-03-16,1,3,5,1,1,1,1,2,4378,4078,-300,大幅减少投放,126113.547
2012-03-17,1,3,6,0,1,2,1,2,7836,7536,-300,大幅减少投放,127826.974
2012-03-18,1,3,0,0,1,2,1,2,5892,5592,-300,大幅减少投放,125990.581
2012-03-19,1,3,1,1,0,2,1,2,6153,5853,-300,大幅减少投放,126103.85
2012-03-20,1,3,2,1,0,2,1,2,6093,5793,-300,大幅减少投放,125948.343
2012-03-21,2,3,3,1,1,2,1,2,6230,5930,-300,大幅减少投放,125847.807
2012-03-22,2,3,4,1,0,2,1,2,6871,6571,-300,大幅减少投放,125597.769
2012-03-23,2,3,5,1,1,2,1,1,8362,8062,-300,大幅减少投放,124659.832
2012-03-24,2,3,6,0,1,0,1,2,3372,3072,-300,大幅减少投放,122103.056
2012-03-25,2,3,0,0,1,1,1,2,4996,4696,-300,大幅减少投放,124664.342
2012-03-27,2,3,2,1,0,1,0,0,5102,4802,-300,大幅减少投放,125650.959
2012-03-28,2,3,3,1,0,2,1,0,5698,5398,-300,大幅减少投放,126577.922
2012-03-29,2,3,4,1,0,2,1,0,6133,5833,-300,大幅减少投放,126926.303
2012-03-30,2,3,5,1,1,2,0,1,5459,5159,-300,大幅减少投放,126835.124
2012-03-31,2,3,6,0,1,2,1,2,6235,5935,-300,大幅减少投放,127448.619
2012-04-01,2,4,0,0,1,2,1,1,6041,5741,-300,大幅减少投放,127277.56
2012-04-02,2,4,1,1,0,2,1,0,5936,5636,-300,大幅减少投放,127301.707
2012-04-03,2,4,2,1,0,2,1,0,6772,6472,-300,大幅减少投放,127437.65
2012-04-04,2,4,3,1,0,2,1,0,6436,6136,-300,大幅减少投放,126700.746
2012-04-05,2,4,4,1,0,2,1,0,6457,6157,-300,大幅减少投放,126278.742
2012-04-06,2,4,5,1,0,2,1,0,6456,6156,-300,大幅减少投放,125812.42
2012-04-07,2,4,6,0,0,2,1,0,7429,7129,-300,大幅减少投放,125379.448
2012-04-08,2,4,0,0,0,1,1,0,5169,4869,-300,大幅减少投放,122928.864
2012-04-09,2,4,1,1,0,2,1,0,5585,5285,-300,大幅减少投放,123642.021
2012-04-10,2,4,2,1,0,2,1,0,6652,6352,-300,大幅减少投放,123954.817
2012-04-11,2,4,3,1,0,1,0,0,4862,4562,-300,大幅减少投放,124131.205
2012-04-12,2,4,4,1,0,2,1,0,5409,5109,-300,大幅减少投放,125230.799
2012-04-13,2,4,5,1,0,2,1,0,6456,6156,-300,大幅减少投放,125812.42
2012-04-14,2,4,6,0,0,2,1,0,7429,7129,-300,大幅减少投放,125379.448
2012-04-15,2,4,0,0,0,2,1,0,7132,6832,-300,大幅减少投放,125637.67
2012-04-16,2,4,1,0,0,2,2,0,6370,6070,-300,大幅减少投放,124427.076
2012-04-17,2,4,2,1,0,2,1,0,6652,6352,-300,大幅减少投放,123954.817
2012-04-18,2,4,3,1,1,1,1,1,4367,4067,-300,大幅减少投放,123242.628
2012-04-19,2,4,4,1,0,2,1,1,6565,6265,-300,大幅减少投放,124816.505
2012-04-20,2,4,5,1,0,2,1,1,7290,6990,-300,大幅减少投放,124159.531
2012-04-21,2,4,6,0,0,2,1,1,6624,6324,-300,大幅减少投放,122704.822
2012-04-22,2,4,0,0,2,0,1,2,1027,727,-300,大幅减少投放,121874.6
2012-04-23,2,4,1,1,1,0,0,2,3214,2914,-300,大幅减少投放,126893.271
2012-04-24,2,4,2,1,0,2,1,0,5633,5333,-300,大幅减少投放,129872.965
2012-04-25,2,4,3,1,0,2,1,0,6196,5896,-300,大幅减少投放,130463.169
2012-04-26,2,4,4,1,1,1,1,2,5026,4726,-300,大幅减少投放,130491.803
2012-04-27,2,4,5,1,0,2,1,0,6233,5933,-300,大幅减少投放,131753.522
2012-04-28,2,4,6,0,1,1,0,0,4220,3920,-300,大幅减少投放,131811.121
2012-04-29,2,4,0,0,0,2,1,1,6304,6004,-300,大幅减少投放,133990.697
2012-04-30,2,4,1,1,1,2,1,1,5572,5272,-300,大幅减少投放,134091.302
2012-05-01,2,5,2,1,1,2,2,1,5740,5440,-300,大幅减少投放,134967.728
2012-05-02,2,5,3,1,0,2,1,2,6169,5869,-300,大幅减少投放,135713.439
2012-05-03,2,5,4,1,1,2,1,2,6421,6121,-300,大幅减少投放,136046.817
2012-05-04,2,5,5,1,0,2,2,2,6712,6412,-300,大幅减少投放,136132.478
2012-05-05,2,5,6,0,1,2,2,2,6883,6583,-300,大幅减少投放,132934.057
2012-05-06,2,5,0,0,1,2,1,2,6359,6059,-300,大幅减少投放,132369.585
2012-05-07,2,5,1,1,1,2,1,1,6273,5973,-300,大幅减少投放,132326.981
2012-05-08,2,5,2,1,1,2,1,1,5728,5428,-300,大幅减少投放,132372.66
2012-05-09,2,5,3,1,1,1,1,2,4717,4417,-300,大幅减少投放,132994.427
2012-05-10,2,5,4,1,0,2,1,0,6572,6272,-300,大幅减少投放,134713.127
2012-05-11,2,5,5,1,0,2,1,0,7608,7308,-300,大幅减少投放,134569.653
2012-05-12,2,5,6,0,0,2,1,0,8250,7950,-300,大幅减少投放,133772.206
2012-05-13,2,5,0,0,0,2,1,1,6118,5818,-300,大幅减少投放,131299.166
2012-05-14,2,5,1,1,1,0,1,2,2843,2543,-300,大幅减少投放,131453.905
2012-05-15,2,5,2,1,1,1,1,2,5115,4815,-300,大幅减少投放,135064.185
2012-05-16,2,5,3,1,0,2,2,2,7424,7124,-300,大幅减少投放,136472.871
2012-05-17,2,5,4,1,0,2,1,0,7384,7084,-300,大幅减少投放,135525.171
2012-05-18,2,5,5,1,0,2,1,0,7608,7308,-300,大幅减少投放,134569.653
2012-05-19,2,5,6,0,0,2,1,0,8250,7950,-300,大幅减少投放,133772.206
2012-05-20,2,5,0,0,0,2,2,0,7129,6829,-300,大幅减少投放,133468.828
2012-05-21,2,5,1,1,1,1,1,2,4359,4059,-300,大幅减少投放,132673.543
2012-05-22,2,5,2,1,1,2,2,2,6073,5773,-300,大幅减少投放,134752.189
2012-05-23,2,5,3,1,1,1,2,2,5260,4960,-300,大幅减少投放,135136.026
2012-05-24,2,5,4,1,0,2,2,2,6770,6470,-300,大幅减少投放,136395.854
2012-05-25,2,5,5,1,0,2,2,2,6712,6412,-300,大幅减少投放,136132.478
2012-05-26,2,5,6,0,0,2,2,2,6536,6236,-300,大幅减少投放,139618.183
2012-05-27,2,5,0,0,0,2,2,2,6591,6291,-300,大幅减少投放,139770.742
2012-05-28,2,5,1,0,0,2,2,1,6043,5743,-300,大幅减少投放,139873.435
2012-05-29,2,5,2,1,0,2,2,1,5743,5443,-300,大幅减少投放,140558.375
2012-05-30,2,5,3,1,1,2,2,1,6855,6555,-300,大幅减少投放,141595.153
2012-05-31,2,5,4,1,0,2,2,0,7338,7038,-300,大幅减少投放,141515.971
2012-06-01,2,6,5,1,1,1,2,2,4127,3827,-300,大幅减少投放,140924.2
2012-06-02,2,6,6,0,0,2,1,0,8120,7820,-300,大幅减少投放,143681.283
2012-06-03,2,6,0,0,0,2,1,0,7641,7341,-300,大幅减少投放,142380.317
2012-06-04,2,6,1,1,0,2,1,0,6998,6698,-300,大幅减少投放,141515.088
2012-06-05,2,6,2,1,1,2,1,1,7001,6701,-300,大幅减少投放,141281.163
2012-06-06,2,6,3,1,0,2,1,1,7055,6755,-300,大幅减少投放,141031.768
2012-06-07,2,6,4,1,0,2,1,1,7494,7194,-300,大幅减少投放,140712.404
2012-06-08,2,6,5,1,0,2,2,0,7736,7436,-300,大幅减少投放,139914.125
2012-06-09,2,6,6,0,0,2,2,0,7691,7391,-300,大幅减少投放,138819.095
2012-06-10,2,6,0,0,0,2,2,0,6598,6298,-300,大幅减少投放,139341.022
2012-06-11,2,6,1,1,1,2,2,1,6664,6364,-300,大幅减少投放,139413.724
2012-06-12,2,6,2,1,1,1,2,2,4972,4672,-300,大幅减少投放,139420.778
2012-06-13,2,6,3,1,0,2,2,1,7421,7121,-300,大幅减少投放,141209.256
2012-06-14,2,6,4,1,0,2,2,1,7363,7063,-300,大幅减少投放,140513.969
2012-06-15,2,6,5,1,0,2,2,1,7665,7365,-300,大幅减少投放,139843.14
2012-06-16,2,6,6,0,0,2,2,0,7691,7391,-300,大幅减少投放,138819.095
2012-06-17,2,6,0,0,0,2,1,1,6978,6678,-300,大幅减少投放,136469.734
2012-06-18,2,6,1,1,1,1,1,2,5099,4799,-300,大幅减少投放,135991.311
2012-06-19,2,6,2,1,0,2,2,1,6825,6525,-300,大幅减少投放,137465.602
2012-06-20,2,6,3,1,0,2,2,1,6211,5911,-300,大幅减少投放,137200.645
2012-06-21,3,6,4,1,0,2,2,1,5905,5605,-300,大幅减少投放,137568.059
2012-06-22,3,6,5,1,0,2,2,1,5823,5523,-300,大幅减少投放,138276.914
2012-06-23,3,6,6,0,0,2,2,0,7458,7158,-300,大幅减少投放,139109.394
2012-06-24,3,6,0,0,0,2,2,0,6891,6591,-300,大幅减少投放,138264.635
2012-06-25,3,6,1,1,0,2,2,0,6779,6479,-300,大幅减少投放,137972.257
2012-06-26,3,6,2,1,0,2,2,0,7442,7142,-300,大幅减少投放,137782.385
2012-06-27,3,6,3,1,0,2,2,0,7335,7035,-300,大幅减少投放,136884.624
2012-06-28,3,6,4,1,0,2,2,0,6879,6579,-300,大幅减少投放,136052.245
2012-06-29,3,6,5,1,0,2,2,0,5463,5163,-300,大幅减少投放,135656.055
2012-06-30,3,6,6,0,0,2,2,1,5687,5387,-300,大幅减少投放,136729.54
2012-07-01,3,7,0,0,0,2,2,0,5531,5231,-300,大幅减少投放,137623.734
2012-07-02,3,7,1,1,0,2,2,0,6227,5927,-300,大幅减少投放,138729.201
2012-07-03,3,7,2,1,0,2,2,0,6779,6479,-300,大幅减少投放,139160.218
2012-07-04,3,7,3,0,0,2,2,0,7403,7103,-300,大幅减少投放,139238.175
2012-07-05,3,7,4,1,0,2,2,0,7385,7085,-300,大幅减少投放,138458.086
2012-07-06,3,7,5,1,0,2,2,0,6207,5907,-300,大幅减少投放,134738.676
2012-07-07,3,7,6,0,0,1,2,0,4840,4540,-300,大幅减少投放,134980.719
2012-07-08,3,7,0,0,0,1,2,1,4672,4372,-300,大幅减少投放,136674.448
2012-07-09,3,7,1,1,1,2,2,1,6569,6269,-300,大幅减少投放,138634.162
2012-07-10,3,7,2,1,1,2,2,1,6290,5990,-300,大幅减少投放,138700.178
2012-07-11,3,7,3,1,0,2,2,1,7186,6886,-300,大幅减少投放,139063.351
2012-07-12,3,7,4,1,0,2,2,0,7385,7085,-300,大幅减少投放,138458.086
2012-07-13,3,7,5,1,1,2,2,0,7499,7199,-300,大幅减少投放,142053.519
2012-07-14,3,7,6,0,1,2,2,2,6969,6669,-300,大幅减少投放,141320.553
2012-07-15,3,7,0,0,0,2,2,2,6031,5731,-300,大幅减少投放,141106.903
2012-07-16,3,7,1,1,0,2,2,1,7091,6791,-300,大幅减少投放,141869.377
2012-07-17,3,7,2,1,0,2,2,0,6779,6479,-300,大幅减少投放,139160.218
2012-07-18,3,7,3,1,0,2,2,1,7186,6886,-300,大幅减少投放,139063.351
2012-07-19,3,7,4,1,0,2,2,1,6847,6547,-300,大幅减少投放,140372.448
2012-07-20,3,7,5,1,1,2,2,2,5870,5570,-300,大幅减少投放,139284.572
2012-07-21,3,7,6,0,2,1,1,2,4459,4159,-300,大幅减少投放,140120.608
2012-07-22,3,7,0,0,1,2,2,2,7410,7110,-300,大幅减少投放,142485.908
2012-07-23,3,7,1,1,0,2,2,1,7091,6791,-300,大幅减少投放,141869.377
2012-07-24,3,7,2,1,0,2,2,1,7592,7292,-300,大幅减少投放,142627.479
2012-07-25,3,7,3,1,0,2,2,0,8173,7873,-300,大幅减少投放,141826.826
2012-07-26,3,7,4,1,0,2,2,1,6847,6547,-300,大幅减少投放,140372.448
2012-07-27,3,7,5,1,0,2,2,1,6904,6604,-300,大幅减少投放,141699.54
2012-07-28,3,7,6,0,0,2,2,1,6685,6385,-300,大幅减少投放,141574.258
2012-07-29,3,7,0,0,0,2,2,1,6597,6297,-300,大幅减少投放,141672.908
2012-07-30,3,7,1,1,0,2,2,1,7091,6791,-300,大幅减少投放,141869.377
2012-07-31,3,7,2,1,0,2,2,2,7216,6916,-300,大幅减少投放,143664.028
2012-08-01,3,8,3,1,0,2,2,1,7559,7259,-300,大幅减少投放,143313.717
2012-08-02,3,8,4,1,0,2,2,1,7757,7457,-300,大幅减少投放,142501.644
2012-08-03,3,8,5,1,1,2,2,1,7561,7261,-300,大幅减少投放,142220.074
2012-08-04,3,8,6,0,0,2,2,1,7812,7512,-300,大幅减少投放,141917.678
2012-08-05,3,8,0,0,0,2,2,1,5464,5164,-300,大幅减少投放,142331.128
2012-08-06,3,8,1,1,1,2,2,1,7013,6713,-300,大幅减少投放,143754.875
2012-08-07,3,8,2,1,1,2,2,2,7273,6973,-300,大幅减少投放,143623.03
2012-08-08,3,8,3,1,1,2,2,1,7534,7234,-300,大幅减少投放,143210.561
2012-08-09,3,8,4,1,0,2,2,1,7757,7457,-300,大幅减少投放,142501.644
2012-08-10,3,8,5,1,1,2,2,2,5786,5486,-300,大幅减少投放,140634.958
2012-08-11,3,8,6,0,1,2,2,2,6286,5986,-300,大幅减少投放,141630.486
2012-08-12,3,8,0,0,0,2,2,0,6544,6244,-300,大幅减少投放,143012.021
2012-08-13,3,8,1,1,0,2,2,0,6883,6583,-300,大幅减少投放,143334.762
2012-08-14,3,8,2,1,0,2,2,1,7036,6736,-300,大幅减少投放,143317.647
2012-08-15,3,8,3,1,0,2,2,1,7559,7259,-300,大幅减少投放,143313.717
2012-08-16,3,8,4,1,0,2,2,0,7605,7305,-300,大幅减少投放,143537.933
2012-08-17,3,8,5,1,0,2,2,1,7339,7039,-300,大幅减少投放,142771.511
2012-08-18,3,8,6,0,0,2,2,1,7812,7512,-300,大幅减少投放,141917.678
2012-08-19,3,8,0,0,1,1,2,2,4549,4249,-300,大幅减少投放,140681.674
2012-08-20,3,8,1,1,1,2,2,2,6530,6230,-300,大幅减少投放,142981.765
2012-08-21,3,8,2,1,0,2,2,1,7036,6736,-300,大幅减少投放,143317.647
2012-08-22,3,8,3,1,0,2,2,1,7559,7259,-300,大幅减少投放,143313.717
2012-08-23,3,8,4,1,0,2,2,1,7757,7457,-300,大幅减少投放,142501.644
2012-08-24,3,8,5,1,1,2,2,1,7561,7261,-300,大幅减少投放,142220.074
2012-08-25,3,8,6,0,1,2,2,2,6286,5986,-300,大幅减少投放,141630.486
2012-08-26,3,8,0,0,1,1,2,2,5255,4955,-300,大幅减少投放,141755.324
2012-08-27,3,8,1,1,0,2,2,2,6917,6617,-300,大幅减少投放,143368.765
2012-08-28,3,8,2,1,0,2,2,1,7036,6736,-300,大幅减少投放,143317.647
2012-08-29,3,8,3,1,0,2,2,0,7697,7397,-300,大幅减少投放,143373.561
2012-08-30,3,8,4,1,0,2,2,1,7757,7457,-300,大幅减少投放,142501.644
2012-08-31,3,8,5,1,0,2,2,1,7339,7039,-300,大幅减少投放,142771.511
2012-09-01,3,9,6,0,1,2,2,1,6140,5840,-300,大幅减少投放,142950.768
2012-09-02,3,9,0,0,1,2,2,2,5810,5510,-300,大幅减少投放,143695.546
2012-09-03,3,9,1,0,0,2,2,2,6034,5734,-300,大幅减少投放,144826.892
2012-09-04,3,9,2,1,0,2,2,2,6864,6564,-300,大幅减少投放,145781.992
2012-09-05,3,9,3,1,0,2,2,2,7112,6812,-300,大幅减少投放,145913.677
2012-09-06,3,9,4,1,1,2,2,2,6203,5903,-300,大幅减少投放,145791.24
2012-09-07,3,9,5,1,0,2,2,2,7504,7204,-300,大幅减少投放,146619.201
2012-09-08,3,9,6,0,1,2,2,2,5976,5676,-300,大幅减少投放,146121.265
2012-09-09,3,9,0,0,0,2,1,0,8227,7927,-300,大幅减少投放,147205.543
2012-09-10,3,9,1,1,0,2,1,0,7525,7225,-300,大幅减少投放,145977.414
2012-09-11,3,9,2,1,0,2,1,0,7767,7467,-300,大幅减少投放,145423.594
2012-09-12,3,9,3,1,0,2,1,1,7870,7570,-300,大幅减少投放,144585.89
2012-09-13,3,9,4,1,0,2,1,1,7799,7499,-300,大幅减少投放,143595.674
2012-09-14,3,9,5,1,0,2,2,1,8009,7709,-300,大幅减少投放,145131.358
2012-09-15,3,9,6,0,0,2,1,0,8714,8414,-300,大幅减少投放,144023.535
2012-09-16,3,9,0,0,0,2,1,1,7333,7033,-300,大幅减少投放,142115.301
2012-09-17,3,9,1,1,1,2,1,2,6869,6569,-300,大幅减少投放,141560.317
2012-09-18,3,9,2,1,1,1,2,2,4073,3773,-300,大幅减少投放,141464.545
2012-09-19,3,9,3,1,0,2,1,0,7591,7291,-300,大幅减少投放,144306.89
2012-09-20,3,9,4,1,0,2,1,1,7799,7499,-300,大幅减少投放,143595.674
