season,mnth,weekday,workingday,weather_simplified,demand_level,prev_demand,prev_week_demand,temp_level,hum_level,state_id,deploy_mdp
4,9,5,1,1,2,2,2,2,1,555,7115
4,9,6,0,0,2,2,2,1,0,556,8255
4,9,0,0,0,2,2,2,1,1,557,6589
4,10,1,1,1,2,2,2,1,1,558,6478
4,10,2,1,2,1,2,2,1,2,559,4339
4,10,3,1,1,2,1,2,2,2,560,7272
4,10,4,1,1,2,2,2,2,2,561,7028
4,10,5,1,0,2,2,2,2,1,562,7856
4,10,6,0,0,2,2,2,1,1,563,7783
4,10,0,0,1,0,2,2,1,2,564,3210
4,10,1,0,1,2,0,2,0,2,565,5178
4,10,2,1,1,2,2,1,1,2,566,6092
4,10,3,1,0,2,2,2,1,1,567,7392
4,10,4,1,0,2,2,2,1,0,568,7270
4,10,5,1,0,2,2,2,1,0,569,6982
4,10,6,0,0,2,2,2,1,0,570,6809
4,10,0,0,0,2,2,0,1,1,571,6339
4,10,1,1,1,2,2,2,1,2,572,5575
4,10,2,1,0,2,2,2,1,0,573,7234
4,10,4,1,1,2,2,2,1,2,574,7201
4,10,5,1,1,2,2,2,1,2,575,7043
4,10,0,0,0,2,2,2,1,0,576,6524
4,10,1,1,0,2,2,2,1,1,577,6758
4,10,2,1,0,2,2,2,1,1,578,7166
4,10,6,0,1,2,2,2,1,2,579,7552
4,10,1,1,2,0,2,2,1,2,580,0
4,10,2,1,1,0,0,2,0,2,581,796
4,10,3,1,1,2,0,2,0,1,582,5266
4,11,4,1,1,2,2,2,0,1,583,5686
4,11,5,1,0,2,2,2,0,0,584,5539
4,11,6,0,1,1,2,2,0,0,585,4838
4,11,0,0,0,1,1,2,0,0,586,4807
4,11,1,1,0,1,1,0,0,0,587,4959
4,11,2,1,0,2,1,0,0,1,588,5386
4,11,3,1,1,1,2,2,0,0,589,4735
4,11,4,1,0,1,1,2,0,0,590,5015
4,11,5,1,0,2,1,2,0,0,591,5692
4,11,6,0,0,2,2,1,1,1,592,6236
4,11,0,0,0,2,2,1,1,1,593,6552
4,11,1,0,0,2,2,1,1,2,594,5969
4,11,2,1,1,1,2,2,0,1,595,3794
4,11,3,1,0,2,1,1,0,0,596,5195
4,11,4,1,1,2,2,1,0,1,597,5145
4,11,6,0,0,2,2,2,0,0,598,5329
4,11,0,0,0,1,2,2,0,1,599,4369
4,11,1,1,1,2,1,2,0,1,600,5199
4,11,2,1,1,2,2,1,0,1,601,5334
4,11,3,1,0,1,2,2,0,1,602,4846
4,11,4,0,0,0,1,2,0,1,603,2125
4,11,5,1,0,1,0,2,0,1,604,3610
4,11,6,0,0,0,1,2,0,0,605,1977
4,11,0,0,0,0,0,1,0,0,606,2124
4,11,1,1,0,1,0,2,0,0,607,4787
4,11,2,1,1,1,1,2,0,2,608,3659
4,11,3,1,0,1,1,1,0,0,609,4960
4,11,4,1,0,2,1,0,0,0,610,5023
4,11,5,1,0,2,2,1,0,1,611,5368
4,12,6,0,1,1,2,0,0,2,612,4891
4,12,0,0,1,1,1,0,0,2,613,4305
4,12,1,1,0,2,1,1,1,2,614,5934
4,12,2,1,0,2,2,1,1,2,615,6306
4,12,3,1,0,2,2,1,1,0,616,5429
4,12,4,1,0,2,2,2,0,0,617,5075
4,12,5,1,1,1,2,2,0,2,618,4708
4,12,6,0,1,2,1,1,0,2,619,5282
4,12,0,0,1,0,2,1,0,2,620,2928
4,12,1,1,1,1,0,2,1,2,621,4870
4,12,2,1,1,2,1,2,0,1,622,5201
4,12,3,1,1,1,2,2,0,0,623,5019
4,12,4,1,0,2,1,2,0,0,624,5232
4,12,5,1,0,2,2,1,0,1,625,5311
4,12,6,0,0,1,2,2,0,1,626,4747
4,12,1,1,1,1,1,1,1,2,627,4285
4,12,2,1,0,2,1,2,1,1,628,5257
4,12,3,1,0,1,2,1,0,1,629,4967
4,12,4,1,1,1,1,2,0,1,630,3828
1,12,5,1,1,0,1,2,0,0,631,3323
1,12,0,0,0,0,0,1,0,0,632,1487
1,12,1,1,1,0,0,1,0,2,633,620
1,12,2,0,1,0,0,1,0,2,634,713
1,12,3,1,2,0,0,2,0,2,635,141
1,12,4,1,1,0,0,1,0,1,636,1814
1,12,5,1,1,0,0,1,0,1,637,2795
1,12,6,0,1,0,0,0,0,2,638,1041
1,12,0,0,0,0,0,0,0,0,639,1496
1,12,1,1,1,0,0,0,0,1,640,2429
